	but672FWD_MM	but1031REV_MM	but672FWD_Melt	but1031REV_Melt	organism	definition	function
AGRM01000002	5	6	61.74839681970059	57.775871336800265	Salmonella enterica subsp. houtenae str. ATCC BAA.1581,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
AGSC01000037	2	4	54.50232738755	60.46157773528353	Solitalea canadensis DSM 3403,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
AGTR01000044	5	3	60.11592457197003	62.64550512304271	Marinobacter manganoxydans MnI7.9,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
AGWI01000007	2	2	64.75690690735809	56.45112270572213	Eubacterium infirmum F0142,definition=hypothetical protein	hypothetical protein	unknown
AGWJ02000006	3	3	51.93111157070683	60.39476702577252	Fusobacterium ulcerans 12.1B,definition=hypothetical protein	hypothetical protein	unknown
AGYA01000023	5	6	49.00677396424368	50.83628450991159	Bergeyella zoohelcum ATCC 43767,definition=hypothetical protein	hypothetical protein	unknown
AGYB01000013	5	6	49.00677396424368	50.83628450991159	Bergeyella zoohelcum CCUG 30536,definition=hypothetical protein	hypothetical protein	unknown
AGYT01000001	1	3	50.98971680884608	49.25229162635327	Clostridium colicanis 209318,definition=hypothetical protein	hypothetical protein	unknown
AGZJ01000027	4	5	53.48338006018298	49.83621677936134	Myroides [odoratimimus] CIP 103059,definition=hypothetical protein	hypothetical protein	unknown
AGZK01000010	5	4	51.61301799051637	47.99382967525986	Myroides odoratimimus CCUG 3837,definition=hypothetical protein	hypothetical protein	unknown
AGZL01000016	5	4	51.61301799051637	47.99382967525986	Myroides odoratimimus CCUG 12700,definition=hypothetical protein	hypothetical protein	unknown
AHMF02000064	3	5	56.20057367087321	47.9938296752598	Leptospira noguchii str. 1993005606,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AHMM02000024	3	4	60.53746305979581	55.37820240118276	Leptospira inadai serovar Lyme str. 10,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AHMO02000007	4	4	55.94504360827682	55.37820240118276	Leptospira broomii serovar Hurstbridge str. 5399,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AHMP02000001	2	4	61.85268561210353	60.599094015747426	Leptospira kmetyi serovar Malaysia str. Bejo.Iso9,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AHMR02000067	3	4	56.62048929774255	58.79005632926504	Leptospira borgpetersenii str. Brem 307,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AHMY02000013	3	5	58.268090719516636	50.618989885827034	Leptospira kirschneri str. H1,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AHNM02000018	3	5	56.20057367087321	50.618989885827034	Leptospira interrogans serovar Bataviae str. UI 08561,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AHNN02000016	3	4	56.62048929774255	58.79005632926504	Leptospira borgpetersenii str. UI 09149,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AHNP02000014	3	4	56.62048929774255	58.79005632926504	Leptospira borgpetersenii serovar Javanica str. UI 09931,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AHOM02000004	3	5	60.7204565703683	49.223738912360375	Leptospira licerasiae str. MMD4847,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AHTH01000055	2	5	58.104186276324526	57.77280323382496	Alishewanella jeotgali KCTC 22429,definition=coenzyme A transferase	coenzyme A transferase	unknown
AHUX01000120	5	6	61.74839681970059	54.87424024200601	Salmonella enterica subsp. enterica serovar Montevideo str. 316111868,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AIJQ01000013	2	7	63.38102220629531	61.75230958894451	Thermus sp. RL,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
AJ250267	2	4	55.00491320425874	54.037643437867644	Clostridium aminobutyricum,definition=4.Hydroxybutyrate CoA.transferase	4.Hydroxybutyrate CoA.transferase	unknown
AJJU01000004	4	5	50.7526751286868	54.26884107607839	Imtechella halotolerans K1,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
AJLS01000097	4	4	56.423379311801966	60.46335148141344	Bacillus bataviensis LMG 21833,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
AJSY01000033	2	2	50.34517539402623	52.77109233332112	Fusobacterium necrophorum subsp. funduliforme ATCC 51357,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AJXR01000331	2	4	57.071099988275535	50.395197905835516	[Clostridium] sordellii 8483,definition=4.hydroxybutyrate CoA transferase	4.hydroxybutyrate CoA transferase	unknown
AJZR01000006	3	6	50.00230623422459	48.01938387928578	Capnocytophaga sp. oral taxon 412 str. F0487,definition=putative 4.hydroxybutyrate coenzyme A transferase	putative 4.hydroxybutyrate coenzyme A transferase	unknown
AK417623	4	5	50.388621319212064	49.128786005236066	Riptortus pedestris,definition=4.hydroxybutyrate Co.A transferase	4.hydroxybutyrate Co.A transferase	unknown
AKFU01000032	2	3	63.29315077568401	64.3493226463001	Clostridium sp. MSTE9,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AKFU01000045	2	2	60.176157253678355	66.26958918950822	Clostridium sp. MSTE9,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AKFV01000020	3	6	50.00230623422459	48.01938387928578	Capnocytophaga ochracea str. Holt 25,definition=putative 4.hydroxybutyrate coenzyme A transferase	putative 4.hydroxybutyrate coenzyme A transferase	unknown
AKKU01000010	2	5	58.104186276324526	55.01486655122426	Alishewanella agri BL06,definition=coenzyme A transferase	coenzyme A transferase	unknown
AKVJ01000021	1	5	53.64262361354372	53.01776525928665	Pelosinus fermentans B4,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
AKVJ01000029	4	0	59.364096723605655	60.319377097792824	Pelosinus fermentans B4,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
AKVN01000018	1	5	53.64262361354372	53.01776525928665	Pelosinus fermentans DSM 17108,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
AKWB02000064	2	4	59.15218172114356	57.30713251107397	Leptospira borgpetersenii serovar Mini str. 200901116,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AKWE02000176	3	4	59.37410198269595	60.6621096460575	Leptospira santarosai str. CBC1416,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AKWF02000096	3	4	56.62048929774255	60.6621096460575	Leptospira borgpetersenii serovar Pomona str. 200901868,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AKWM02000058	3	4	59.15218172114362	57.30713251107397	Leptospira borgpetersenii str. 200901122,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AKWQ02000047	3	5	58.268090719516636	50.618989885827034	Leptospira kirschneri str. H2,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AKWX02000007	3	4	56.20057367087321	56.59733716196985	Leptospira wolffii serovar Khorat str. Khorat.H2,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AKWY02000020	3	5	56.20057367087321	47.9938296752598	Leptospira noguchii serovar Panama str. CZ214,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AKXB02000117	3	5	56.20057367087321	47.9938296752598	Leptospira noguchii str. 2001034031,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AKXC02000060	3	5	56.20057367087321	50.618989885827034	Leptospira interrogans serovar Grippotyphosa str. 2006006986,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
ALAB01000021	2	5	58.104186276324526	55.01486655122426	Alishewanella aestuarii B11,definition=coenzyme A transferase	coenzyme A transferase	unknown
ALFC01000025	5	6	61.74839681970059	57.775871336800265	Salmonella enterica subsp. enterica serovar Enteritidis str. 58.6482,definition=putative hydrolase	putative hydrolase	unknown
ALJM01000006	1	3	55.98443636690956	55.546463112935214	Peptostreptococcaceae bacterium AS15,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
ALJM01000040	3	3	52.411459921236485	48.92125096510301	Peptostreptococcaceae bacterium AS15,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
ALKJ01000019	2	4	60.59956453934791	57.46418782724231	Porphyromonas sp. oral taxon 279 str. F0450,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
ALNK01000025	1	2	50.388621319212064	55.93108000172032	Peptostreptococcaceae bacterium OBRC8,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
ALNZ01000025	1	1	50.388621319212064	58.78304913707933	Brachyspira hampsonii 30446,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
ALVD01000006	2	4	53.42191651909866	55.04289885276802	Fusobacterium nucleatum ChDC F128,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
AM398681	3	4	51.08121631839293	51.683298864714516	Flavobacterium psychrophilum JIP02.86,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AM406670	4	3	62.0772186704516	65.0635239444108	Azoarcus sp. BH72,definition=probable 4.hydroxybutyrate coenzyme A transferase	probable 4.hydroxybutyrate coenzyme A transferase	unknown
AMEQ01000024	2	1	53.62821443527383	60.10946402404039	Porphyromonas catoniae F0037,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
AMET01000192	4	7	48.797679819802624	52.61087303584651	Capnocytophaga sp. oral taxon 332 str. F0381,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
AMEV01000032	3	6	50.00230623422459	48.01938387928578	Capnocytophaga sp. oral taxon 324 str. F0483,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
AMEY01000089	0	1	58.055308993768506	57.97676931915885	Anaerostipes hadrus DSM 3319,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
AMGM01000066	3	6	58.64077648908142	55.11415147410514	Cecembia lonarensis LW9,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
AMGN01000014	3	4	55.935667067763234	59.458159155135206	Methanobacterium sp. Maddingley MBC34,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
AMPO01000001	3	3	55.08001666376862	58.51257570762783	Methanobacterium formicicum DSM 3637,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
AMXC01000021	4	3	62.0772186704516	57.29620803227789	Thauera sp. 63,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
AMXD01000049	3	4	63.635922981127806	65.0635239444108	Thauera aminoaromatica S2,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
AMXE01000051	4	3	62.0772186704516	63.32469571238818	Thauera linaloolentis 47Lol = DSM 12138,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
AMXF01000039	3	4	61.62457506299876	65.0635239444108	Thauera phenylacetica B4P,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
AMYG01000034	2	2	51.04113409983313	59.09419021995075	Thermoanaerobacter thermohydrosulfuricus WC1,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
AMZN01000029	3	4	57.11315628973415	58.69951657786697	Fulvivirga imtechensis AK7,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
ANCE01000025	3	5	55.87023731271489	51.2353846982835	Leptospira kirschneri serovar Bulgarica str. Nikolaevo,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
ANHR01000066	5	6	61.74839681970059	57.775871336800265	Salmonella enterica subsp. houtenae serovar 16:z4,z32:.. str. RKS3027,definition=4.hydroxybutyrate:acetyl.CoA CoA transferase	4.hydroxybutyrate:acetyl.CoA CoA transferase	unknown
ANHY01000006	2	2	66.13804122573725	62.89517932149033	Caenispirillum salinarum AK4,definition=4.hydroxybutyrate acetyl.CoA CoA transferase	4.hydroxybutyrate acetyl.CoA CoA transferase	unknown
ANIH01000060	3	5	53.62821443527383	51.2353846982835	Leptospira santarosai str. CBC613,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
ANIJ01000006	3	4	58.593717438121416	55.259215858014215	Leptospira sp. B5.022,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
ANIM01000094	3	5	53.62821443527383	51.2353846982835	Leptospira kirschneri str. JB,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
ANLA01000005	5	5	46.33406397988921	49.22373891236032	Formosa sp. AK20,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
ANNW01000096	3	4	59.37410198269595	60.6621096460575	Leptospira santarosai str. HAI1349,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
ANPM01000001	4	2	63.71516612292845	66.13246459867048	Mycobacterium marinum MB2,definition=4.hydroxybutyrate:acetyl.CoA CoA transferase	4.hydroxybutyrate:acetyl.CoA CoA transferase	unknown
AODQ01000051	4	4	58.413078972044104	65.9105173740262	Cesiribacter andamanensis AMV16,definition=Propionyl.CoA:succinate CoA transferase	Propionyl.CoA:succinate CoA transferase	unknown
AOFT01000022	2	7	63.83053816544111	58.502939948285416	Bhargavaea cecembensis DSE10,definition=Propionyl.CoA:succinate CoA transferase	Propionyl.CoA:succinate CoA transferase	unknown
AOGJ01000006	5	6	58.898248266204746	57.775871336800265	Salmonella enterica subsp. enterica serovar Newport str. SH111077,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
AOHA02000069	3	4	59.37410198269595	60.6621096460575	Leptospira santarosai str. ST188,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AOHC02000021	2	5	58.96021276572736	53.83154109612843	Leptospira weilii serovar Ranarum str. ICFT,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AOHD02000062	2	5	58.96021276572736	53.83154109612843	Leptospira alstoni serovar Pingchang str. 80.412,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AOHJ01000068	3	5	56.20057367087321	50.618989885827034	Leptospira interrogans serovar Pomona str. CSL10083,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AOMM01000052	1	1	52.95374856051774	60.667510454259	Brachyspira hampsonii 30599,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
AOPX01000001	4	2	63.71516612292845	66.13246459867048	Mycobacterium sp. 012931,definition=4.hydroxybutyrate:acetyl.CoA CoA transferase	4.hydroxybutyrate:acetyl.CoA CoA transferase	unknown
AOUB01000277	3	5	56.20057367087321	47.9938296752598	Leptospira noguchii str. Cascata,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AOUC01000036	3	5	56.20057367087321	47.9938296752598	Leptospira noguchii str. Hook,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AOUL01000161	3	2	48.80131882027513	52.257263397844326	Fusobacterium nucleatum CC53,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
AOUL01000368	2	3	53.818808223667986	55.04289885276796	Fusobacterium nucleatum CC53,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
AOYL01000001	5	6	61.74839681970059	54.87424024200601	Salmonella enterica subsp. enterica serovar Oranienburg str. 701,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AOYR01000154	4	6	59.75302843413499	57.775871336800265	Salmonella enterica subsp. enterica serovar Mbandaka str. ATCC 51958,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AOZA01000075	5	6	61.74839681970059	57.775871336800265	Salmonella enterica subsp. enterica serovar Javiana str. 10721,definition=hydrolase	hydrolase	unknown
AOZP01000007	5	6	61.74839681970059	57.775871336800265	Salmonella enterica subsp. enterica serovar Bareilly str. 2780,definition=putative acetyl.CoA hydrolase	putative acetyl.CoA hydrolase	unknown
AOZR01000135	5	6	61.74839681970059	57.775871336800265	Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000197,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
AP008226	2	5	63.38102220629531	62.689466371979336	Thermus thermophilus HB8,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
