	BCoATscrF_MM	BCoATscrR_MM	BCoATscrF_Melt	BCoATscrR_Melt	organism	definition	function
AGRM01000002	15	12	53.9408095799576	56.798817452779645	Salmonella enterica subsp. houtenae str. ATCC BAA.1581,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
AGSC01000037	13	17	56.715409752269125	57.20262948662332	Solitalea canadensis DSM 3403,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
AGTR01000044	17	14	63.13915973376106	62.077855720020466	Marinobacter manganoxydans MnI7.9,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
AGWI01000007	14	9	60.039698818813804	56.936809117168195	Eubacterium infirmum F0142,definition=hypothetical protein	hypothetical protein	unknown
AGWJ02000006	15	7	58.062830372428095	58.58686018367814	Fusobacterium ulcerans 12.1B,definition=hypothetical protein	hypothetical protein	unknown
AGYA01000023	17	12	48.73434274878525	57.4368958813472	Bergeyella zoohelcum ATCC 43767,definition=hypothetical protein	hypothetical protein	unknown
AGYB01000013	17	12	48.73434274878525	57.4368958813472	Bergeyella zoohelcum CCUG 30536,definition=hypothetical protein	hypothetical protein	unknown
AGYT01000001	15	10	51.36044683873325	48.63176542666645	Clostridium colicanis 209318,definition=hypothetical protein	hypothetical protein	unknown
AGZJ01000027	14	14	61.61654074951309	51.434227301891326	Myroides [odoratimimus] CIP 103059,definition=hypothetical protein	hypothetical protein	unknown
AGZK01000010	13	12	55.80758718235154	50.06550608274472	Myroides odoratimimus CCUG 3837,definition=hypothetical protein	hypothetical protein	unknown
AGZL01000016	14	12	56.06918367315262	50.06550608274472	Myroides odoratimimus CCUG 12700,definition=hypothetical protein	hypothetical protein	unknown
AHMF02000064	16	13	50.84981162210653	56.95249232304832	Leptospira noguchii str. 1993005606,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AHMM02000024	16	17	59.0694918975621	59.902275038981486	Leptospira inadai serovar Lyme str. 10,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AHMO02000007	17	17	61.51112899708363	60.01426567196273	Leptospira broomii serovar Hurstbridge str. 5399,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AHMP02000001	17	14	59.95693475426117	57.903225417239526	Leptospira kmetyi serovar Malaysia str. Bejo.Iso9,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AHMR02000067	16	12	58.03554088364626	57.149115420269084	Leptospira borgpetersenii str. Brem 307,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AHMY02000013	15	13	53.1668301924517	59.110727013570624	Leptospira kirschneri str. H1,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AHNM02000018	15	13	52.067439219210996	59.110727013570624	Leptospira interrogans serovar Bataviae str. UI 08561,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AHNN02000016	17	12	59.119697204405725	57.149115420269084	Leptospira borgpetersenii str. UI 09149,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AHNP02000014	17	12	59.119697204405725	57.149115420269084	Leptospira borgpetersenii serovar Javanica str. UI 09931,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AHOM02000004	17	14	60.252739401923634	57.19827681795192	Leptospira licerasiae str. MMD4847,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AHTH01000055	18	17	65.08281559807978	65.56215312016707	Alishewanella jeotgali KCTC 22429,definition=coenzyme A transferase	coenzyme A transferase	unknown
AHUX01000120	16	13	52.8151088062566	55.005491513331776	Salmonella enterica subsp. enterica serovar Montevideo str. 316111868,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AIJQ01000013	14	15	70.5007975823882	65.68765658349645	Thermus sp. RL,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
AJ250267	14	8	56.758262443295905	55.931294110591864	Clostridium aminobutyricum,definition=4.Hydroxybutyrate CoA.transferase	4.Hydroxybutyrate CoA.transferase	unknown
AJJU01000004	14	15	51.75565494486597	50.364342446949195	Imtechella halotolerans K1,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
AJLS01000097	15	11	57.63521928808791	56.41816545676704	Bacillus bataviensis LMG 21833,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
AJSY01000033	18	12	50.74349703248106	55.943325447100335	Fusobacterium necrophorum subsp. funduliforme ATCC 51357,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AJXR01000331	14	13	55.23345177654619	56.661806001287744	[Clostridium] sordellii 8483,definition=4.hydroxybutyrate CoA transferase	4.hydroxybutyrate CoA transferase	unknown
AJZR01000006	15	12	51.603133964897495	57.13429795550928	Capnocytophaga sp. oral taxon 412 str. F0487,definition=putative 4.hydroxybutyrate coenzyme A transferase	putative 4.hydroxybutyrate coenzyme A transferase	unknown
AK417623	16	9	58.681810460261204	51.77891517368931	Riptortus pedestris,definition=4.hydroxybutyrate Co.A transferase	4.hydroxybutyrate Co.A transferase	unknown
AKFU01000032	14	11	63.38761028810433	68.73617344669265	Clostridium sp. MSTE9,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AKFU01000045	15	11	59.60324017946806	68.73617344669265	Clostridium sp. MSTE9,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AKFV01000020	17	12	51.91350969424889	57.13429795550928	Capnocytophaga ochracea str. Holt 25,definition=putative 4.hydroxybutyrate coenzyme A transferase	putative 4.hydroxybutyrate coenzyme A transferase	unknown
AKKU01000010	17	17	67.66593016563127	68.02725619710998	Alishewanella agri BL06,definition=coenzyme A transferase	coenzyme A transferase	unknown
AKVJ01000021	17	11	56.31238350351492	62.85375450015374	Pelosinus fermentans B4,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
AKVJ01000029	8	7	56.1010360271394	56.48136286434408	Pelosinus fermentans B4,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
AKVN01000018	17	11	56.31238350351492	62.85375450015374	Pelosinus fermentans DSM 17108,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
AKWB02000064	16	13	57.073842191760434	59.04527543180478	Leptospira borgpetersenii serovar Mini str. 200901116,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AKWE02000176	17	13	59.50201933668478	58.618439489001446	Leptospira santarosai str. CBC1416,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AKWF02000096	17	12	59.119697204405725	57.149115420269084	Leptospira borgpetersenii serovar Pomona str. 200901868,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AKWM02000058	16	13	57.073842191760434	59.04527543180478	Leptospira borgpetersenii str. 200901122,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AKWQ02000047	15	13	53.1668301924517	59.110727013570624	Leptospira kirschneri str. H2,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AKWX02000007	16	12	58.39912997014841	63.59886756752451	Leptospira wolffii serovar Khorat str. Khorat.H2,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AKWY02000020	16	13	50.84981162210653	59.110727013570624	Leptospira noguchii serovar Panama str. CZ214,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AKXB02000117	16	13	50.84981162210653	56.95249232304832	Leptospira noguchii str. 2001034031,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AKXC02000060	15	13	52.067439219210996	59.110727013570624	Leptospira interrogans serovar Grippotyphosa str. 2006006986,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
ALAB01000021	17	17	67.48391542506414	62.364905500918326	Alishewanella aestuarii B11,definition=coenzyme A transferase	coenzyme A transferase	unknown
ALFC01000025	16	13	52.8151088062566	55.005491513331776	Salmonella enterica subsp. enterica serovar Enteritidis str. 58.6482,definition=putative hydrolase	putative hydrolase	unknown
ALJM01000006	4	9	62.92419230705036	50.76494388181527	Peptostreptococcaceae bacterium AS15,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
ALJM01000040	14	9	56.387381600154754	54.80983904497384	Peptostreptococcaceae bacterium AS15,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
ALKJ01000019	20	11	64.34708182754935	60.38626743745584	Porphyromonas sp. oral taxon 279 str. F0450,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
ALNK01000025	5	8	59.73417823580775	53.046506149577056	Peptostreptococcaceae bacterium OBRC8,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
ALNZ01000025	4	6	55.992650687525156	51.74669082727121	Brachyspira hampsonii 30446,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
ALVD01000006	13	10	53.77771662685842	46.74119117094256	Fusobacterium nucleatum ChDC F128,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
AM398681	14	14	53.00689929902762	49.71280661305519	Flavobacterium psychrophilum JIP02.86,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AM406670	19	15	69.67000865617223	63.249628508618514	Azoarcus sp. BH72,definition=probable 4.hydroxybutyrate coenzyme A transferase	probable 4.hydroxybutyrate coenzyme A transferase	unknown
AMEQ01000024	20	12	62.6041260517315	64.53279524492558	Porphyromonas catoniae F0037,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
AMET01000192	16	10	56.55734780444061	52.81743031791024	Capnocytophaga sp. oral taxon 332 str. F0381,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
AMEV01000032	15	12	51.603133964897495	57.13429795550928	Capnocytophaga sp. oral taxon 324 str. F0483,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
AMEY01000089	1	2	57.71878850286032	58.324602010251	Anaerostipes hadrus DSM 3319,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
AMGM01000066	16	12	54.39831661436733	58.61313664080279	Cecembia lonarensis LW9,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
AMGN01000014	17	10	64.47470761181171	56.97352693668245	Methanobacterium sp. Maddingley MBC34,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
AMPO01000001	17	12	65.61065324409486	57.40974624258985	Methanobacterium formicicum DSM 3637,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
AMXC01000021	19	15	69.71306371788336	63.249628508618514	Thauera sp. 63,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
AMXD01000049	20	14	71.86693483612913	62.5140713637291	Thauera aminoaromatica S2,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
AMXE01000051	19	15	70.15143000192091	63.8563376159737	Thauera linaloolentis 47Lol = DSM 12138,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
AMXF01000039	19	14	70.15143000192091	64.570122606687	Thauera phenylacetica B4P,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
AMYG01000034	16	11	56.60885904188632	52.63825676137901	Thermoanaerobacter thermohydrosulfuricus WC1,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
AMZN01000029	15	14	54.69713834879178	55.75308993061964	Fulvivirga imtechensis AK7,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
ANCE01000025	15	13	53.1668301924517	59.110727013570624	Leptospira kirschneri serovar Bulgarica str. Nikolaevo,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
ANHR01000066	15	12	53.9408095799576	56.798817452779645	Salmonella enterica subsp. houtenae serovar 16:z4,z32:.. str. RKS3027,definition=4.hydroxybutyrate:acetyl.CoA CoA transferase	4.hydroxybutyrate:acetyl.CoA CoA transferase	unknown
ANHY01000006	15	10	69.88328495972308	60.99459228993436	Caenispirillum salinarum AK4,definition=4.hydroxybutyrate acetyl.CoA CoA transferase	4.hydroxybutyrate acetyl.CoA CoA transferase	unknown
ANIH01000060	15	13	53.1668301924517	59.110727013570624	Leptospira santarosai str. CBC613,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
ANIJ01000006	19	13	60.68159758472905	58.610852973902524	Leptospira sp. B5.022,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
ANIM01000094	15	13	53.1668301924517	59.110727013570624	Leptospira kirschneri str. JB,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
ANLA01000005	14	13	55.2297802126522	48.25071729626012	Formosa sp. AK20,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
ANNW01000096	18	13	59.45418698868889	58.618439489001446	Leptospira santarosai str. HAI1349,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
ANPM01000001	16	12	70.47072409111667	72.7289373889596	Mycobacterium marinum MB2,definition=4.hydroxybutyrate:acetyl.CoA CoA transferase	4.hydroxybutyrate:acetyl.CoA CoA transferase	unknown
AODQ01000051	19	13	67.62715582650384	58.67795968924588	Cesiribacter andamanensis AMV16,definition=Propionyl.CoA:succinate CoA transferase	Propionyl.CoA:succinate CoA transferase	unknown
AOFT01000022	19	11	60.08282760040453	56.81367100779545	Bhargavaea cecembensis DSE10,definition=Propionyl.CoA:succinate CoA transferase	Propionyl.CoA:succinate CoA transferase	unknown
AOGJ01000006	16	13	52.8151088062566	55.005491513331776	Salmonella enterica subsp. enterica serovar Newport str. SH111077,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
AOHA02000069	18	13	59.45418698868889	58.618439489001446	Leptospira santarosai str. ST188,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AOHC02000021	15	14	57.44381444034474	58.3412251637057	Leptospira weilii serovar Ranarum str. ICFT,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AOHD02000062	16	15	57.98655936301776	61.91995734810479	Leptospira alstoni serovar Pingchang str. 80.412,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AOHJ01000068	15	13	52.067439219210996	59.110727013570624	Leptospira interrogans serovar Pomona str. CSL10083,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AOMM01000052	4	6	54.9111529166762	51.12464219731629	Brachyspira hampsonii 30599,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
AOPX01000001	15	12	69.14361985282551	72.7289373889596	Mycobacterium sp. 012931,definition=4.hydroxybutyrate:acetyl.CoA CoA transferase	4.hydroxybutyrate:acetyl.CoA CoA transferase	unknown
AOUB01000277	16	13	50.84981162210653	56.95249232304832	Leptospira noguchii str. Cascata,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AOUC01000036	16	13	50.84981162210653	56.95249232304832	Leptospira noguchii str. Hook,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AOUL01000161	16	9	53.90563515461565	49.51041821327942	Fusobacterium nucleatum CC53,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
AOUL01000368	14	10	50.969686787864646	46.74119117094256	Fusobacterium nucleatum CC53,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
AOYL01000001	16	13	52.8151088062566	55.005491513331776	Salmonella enterica subsp. enterica serovar Oranienburg str. 701,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AOYR01000154	16	13	52.8151088062566	55.005491513331776	Salmonella enterica subsp. enterica serovar Mbandaka str. ATCC 51958,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AOZA01000075	16	13	52.8151088062566	55.005491513331776	Salmonella enterica subsp. enterica serovar Javiana str. 10721,definition=hydrolase	hydrolase	unknown
AOZP01000007	16	13	52.8151088062566	55.005491513331776	Salmonella enterica subsp. enterica serovar Bareilly str. 2780,definition=putative acetyl.CoA hydrolase	putative acetyl.CoA hydrolase	unknown
